shot,flat_top_start,flat_top_end
56869,0.0871002674,0.710599959
56870,0.0871002674,1.96859992
56871,0.0871002674,2.2347
56872,0.133100271,1.8154999
56878,0.1881,1.468
56884,0.0871002674,0.5377
56886,0.0871002674,2.45299983
56887,0.0871002674,0.5372
56894,0.188100263,1.55679989
56913,0.1881,1.8
56921,0.1881,1.468
56927,0.188100263,1.69600022
56928,0.188100263,1.69600022
56930,0.188100263,1.67049992
56932,0.188100263,1.5417999
56933,0.188100263,1.5646
56934,0.188100263,1.5952
56935,0.188100263,1.4016
56937,0.188100263,1.0734
56940,0.1881,1.468
56942,0.1271,0.729300141
56944,0.1271,0.52060014
56945,0.188100263,1.4732
56946,0.188100263,1.77000022
56947,0.1271,0.423800111
56949,0.188100263,1.51939988
56950,0.1271,1.82
56957,0.1881,0.222300112
56983,0.1881,1.50160015
56984,0.1881,2.096
56985,0.1881,1.07430017
56988,0.1881,0.710700095
56989,0.1881,1.5523001
56991,0.1881,0.621200144
56993,0.1881,0.401400119
