shot,flat_top_start,flat_top_end
56994,0.1881,0.628400087
56999,0.188100263,0.653499961
57000,0.1331,1.976
57004,0.1331,1.7
57006,0.188100263,0.5197
57007,0.1331,1.7
57009,0.1331,1.03839993
57010,0.1331,1.11159992
57011,0.1331,1.7
57012,0.0871002674,2.7182
57013,0.1331,1.5933
57016,0.1881,1.468
57020,0.1331,1.93
57024,0.1331,1.16680014
57026,0.1331,1.2
57035,0.1331,1.2
57038,0.1881,1.468
57040,0.1881,1.33100009
57041,0.1881,1.54020011
57042,0.1881,1.29390013
57043,0.1881,1.30390012
57044,0.1881,1.83520007
57045,0.1881,2.096
57046,0.1881,1.30340016
57047,0.1881,1.46380007
57049,0.1881,1.29360008
57050,0.1881,1.28880012
57051,0.188100263,1.2923
57052,0.188100263,1.3713
57053,0.188100263,1.6421
57054,0.188100263,1.30179989
57055,0.188100263,1.68000031
57056,0.1881,0.701700091
57059,0.1881,1.6220001
57060,0.1881,0.700500131
57061,0.1881,1.30609989
57063,0.1881,1.2571
57067,0.428,1.38490009
57074,0.1881,1.468
57076,0.428,1.49320006
57077,0.1331,1.03990006
57081,0.1331,1.816
57082,0.428,1.4410001
57084,0.1331,1.10470009
57085,0.4281,1.4
57086,0.4281,1.28070009
57087,0.1881,1.18230009
57088,0.1331,1.19510007
57089,0.1331,0.925800085
57090,0.1331,1.18700016
57091,0.1331,1.21670008
57092,0.1331,1.24400008
57093,0.1331,1.40790009
57094,0.1331,1.29850006
57095,0.1331,1.60540009
57096,0.1331,1.2456001
57097,0.1331,1.30290008
57098,0.1331,1.25670016
57099,0.1331,1.31760013
57100,0.1331,1.19810009
57103,0.1331,1.976
57105,0.1331,1.56480014
57108,0.1331,1.10840011
57111,0.1881,1.468
57112,0.1331,0.786000133
57113,0.1331,0.871300101
57116,0.1331,1.976
57120,0.1331,1.976
57126,0.1331,1.816
57138,0.133100271,0.990399957
57139,0.133100271,0.592099965
57140,0.133100271,0.5577
57141,0.133100271,0.5572
57143,0.133100271,0.782
57147,0.1881,1.468
57148,0.188100263,0.5083
57150,0.133100271,0.9421
57151,0.188100263,0.3275
57152,0.133100271,0.818699956
57153,0.133100271,0.5743
57154,0.188100263,0.3131
57155,0.188100263,0.7976
57156,0.188100263,0.9328
57157,0.133100271,1.08999991
57158,0.188100263,0.963399947
57159,0.133100271,0.395
57160,0.133100271,0.8831
57162,0.133100271,0.6619
57163,0.133100271,0.754099965
57165,0.188100263,0.9895
57185,0.1881,1.468
57187,0.37010026,0.4142
57195,0.37010026,2.20000029
57202,0.188100263,1.1103
57205,0.0871002674,2.37400031
57212,0.133100271,1.5941999
57217,0.1881,1.468
57218,0.188100263,1.69600022
57221,0.188100263,0.7518
57222,0.1271,1.53550017
57226,0.188100263,0.9249
57227,0.1271,1.82
57228,0.188100263,1.22579992
57230,0.188100263,1.0791
57232,0.188100263,0.8986
57234,0.37010026,1.1551
57238,0.37010026,0.8508
57246,0,0
57250,0.1881,1.468
57251,0.388100266,0.4807
57255,0.188100263,1.64469993
57256,0.348100275,0.931099951
57262,0.348100275,0.513099968
57263,0.188000262,0.576299965
57266,0.188100263,1.00669992
57271,0.1881,1.696
57272,0.1881,0.799200118
57277,0.188100263,0.9263
57280,0.188100263,0.840599954
57281,0.188100263,0.890099943
57288,0.1881,1.468
57289,0.1331,1.816
57290,0.1331,0.756500125
57291,0.1331,0.769300103
57292,0.1331,0.792900085
57294,0.1331,0.774300098
57295,0.1331,0.803800106
57296,0.1331,1.01180017
57297,0.1331,0.908700109
57298,0.1331,0.822700143
57301,0,0
57302,0,0
57304,0.48,0.928600132
57305,0.48,1.26670015
57306,0.48,1.31130016
57347,0.1881,0.722500086
57350,0.188100263,0.225000009
57366,0.48,1.18260014
57367,0.48,1.55970013
57368,0,0
57369,0.48,1.53920007
57370,0.48,1.43490016
57371,0.4281,1.48280013
57374,0.1331,0.610600114
57377,0.1881,1.468
57381,0.188100263,0.4424
57382,0.1331,0.745100141
57383,0,0
57388,0.188100263,1.0346
57391,0.188100263,1.3366
57392,0.188100263,1.29899991
57393,0.1501,0.837600112
57394,0.188100263,1.2543999
57395,0.1331,1.27340007
57396,0.1331,1.50120008
57397,0.1331,0.947000086
57399,0.1881,1.33740008
57400,0.1271,1.51560009
57401,0.1881,1.4977001
57402,0.0871,1.28370011
57403,0.1881,0.867500126
57407,0.1881,1.468
57409,0.188100263,0.392
57410,0.1881,0.433300108
57411,0.188100263,1.0838
57415,0.188100263,0.9578
57418,0.1331,1.42680013
57419,0.1881,1.51420009
57427,0.1331,0.160300121
57428,0.1331,0.166600123
57429,0.1881,1.39630008
57430,0,0
57431,0.428,0.585000098
57432,0.1881,1.36450016
57433,0,0
57434,0.1881,1.33410013
57436,0,0
57437,0.1331,1.31360006
57438,0.1881,1.24670017
57439,0.1881,1.27970016
57440,0.1881,0.860500097
57443,0.1881,1.468
57444,0,0
57445,0,0
57446,0,0
57447,0.428,0.505000114
57449,0.428,0.527200103
57450,0.1331,1.36890006
57454,0.1331,1.3711
57460,0.1331,0.2631
57463,0.1881,0.931900144
57464,0.1881,0.852700114
57465,0.1881,1.24810016
57466,0.1881,1.696
57468,0.1331,1.29870009
57472,0.1881,1.468
57475,0.1881,1.468
57482,0.428,1.6
57487,0.1881,1.696
57489,0.1881,1.27340007
57490,0.1881,1.43930006
57492,0.1881,1.2808001
57498,0.1331,0.506200135
57499,0.1331,0.505800128
57500,0.1331,0.508100092
57504,0.1331,1.34080017
57505,0.1881,0.41350013
57510,0.188100263,0.555799961
57511,0.188100263,1.0697
57512,0.1881,0.215300113
57513,0.1881,0.27060011
57514,0.1881,0.649600089
57515,0.1881,0.622700095
57516,0.1881,0.255800128
57517,0.1881,0.554800093
57518,0.1881,0.415100127
57519,0.1331,0.390300125
57520,0.1331,0.597300112
57521,0.1331,1.13130009
57522,0.1331,1.7
57524,0.1331,1.7
57527,0.1881,1.468
57528,0.1331,1.7
57529,0.1331,1.7
57535,0.1881,1.696
57536,0.1881,0.561800122
57538,0.1881,1.16070008
57539,0.1881,1.49110007
57540,0.1881,1.30640006
57541,0.1881,1.39150012
57548,0.1881,0.750400126
57552,0.1881,0.989900112
57556,0.1881,1.1663
57559,0.1881,1.468
57568,0.2001,1.28640008
57573,0.188,0.518100142
57574,0.188,0.417900115
57575,0.188,2.035
57576,0.188,1.84200013
57578,0.1331,1.7
57579,0.1331,0.886
57580,0.1331,0.930099964
57581,0.1331,0.362200081
57582,0.1331,0.370500118
57584,0.1881,1.62290013
57587,0.1881,1.468
57589,0.180100262,1.70000029
57592,0.180100262,1.70000029
57593,0.180100262,0.3539
57594,0.108100265,0.325
57597,0.188100263,0.5056
57598,0.188100263,0.509499967
57610,0.2001,1.65
57612,0.1881,1.06620014
57616,0.1881,1.468
57618,0.13300027,0.6642
57620,0.133,0.966500103
57621,0.0871002674,0.5384
57622,0.133,0.844700098
57623,0.1881,0.905400097
57624,0.1881,0.631000102
57625,0.1881,1.269
57626,0.1331,0.919300139
57627,0.1881,1.40490007
57628,0.1331,0.937900126
57629,0.1881,1.27270007
57630,0.1331,0.748100102
57631,0.1881,1.27830017
57632,0.1331,1.06660008
57633,0.1881,1.3071
57634,0.133,1.28130007
57635,0.1331,0.980200112
57636,0.1331,1.976
57637,0.1331,1.32060015
57638,0.1881,1.34030008
57639,0.1331,0.945100129
57640,0.1881,1.33100009
57641,0.1331,1.0466001
57644,0.188100263,1.46800029
57645,0.127100274,0.142
57655,0.1881,2.096
57657,0.200100273,1.95000029
57660,0.1881,1.30530012
57661,0.1881,1.22180009
57665,0.1881,1.35870016
57667,0.1881,1.30310011
57672,0.1331,1.976
57673,0.0871002674,0.8993
57674,0.1331,1.976
57675,0.0871002674,1.0848
57677,0.0871002674,0.9413
57678,0.1331,1.31480014
57682,0.1881,1.468
57683,0.0871002674,0.953399956
57684,0.0871002674,0.640199959
57685,0.0871002674,0.5782
57689,0.1331,1.976
57690,0.0871002674,1.66609991
57691,0.0871002674,1.759
57694,0.0871002674,2.80100036
57695,0.0871002674,2.7308
57697,0.0871002674,1.2685
57698,0.133100271,0.208300009
57703,0.1331,0.839000106
57705,0.133,0.851700127
57706,0.133,1.5
57708,0.133,0.996200085
57711,0.1881,1.468
57713,0.133,1.5
57714,0.133,1.49880016
57715,0.133,1.5
57716,0.133,1.5
57718,0.133,1.11820006
57720,0.0871002674,2.32539988
57721,0.133,1.01360011
57723,0.133,0.995600104
57725,0.133,0.967000127
57727,0.133,1.29080009
57729,0.133,1.13070011
57730,0.133,1.07480013
57731,0.133,1.09460008
57732,0.133,1.09450006
57733,0.188100263,1.67000031
57734,0.0871002674,1.7138
57736,0.188100263,0.30000028
57739,0.251100272,0.4035
57743,0.1881,1.468
57746,0.1331,1.72300017
57747,0.133100271,2.43000031
57748,0.1331,1.62900007
57749,0.133100271,1.92589986
57751,0.1331,1.976
57752,0.1331,1.04940009
57753,0.1331,1.976
57755,0.1331,1.976
57756,0.1331,1.976
57766,0.1331,1.08850014
57770,0.251100272,1.01239991
57772,0.251100272,0.646299958
57775,0.100099996,1.79250014
57776,0.100099996,1.79390013
57777,0.100099996,1.79460013
57778,0,0
57780,0.251100272,0.505199969
57781,0.251100272,0.987599969
57785,0.1881,1.696
57787,0.1881,1.42580009
57789,0.1881,1.3598001
57791,0.1331,0.903399944
57793,0.1331,0.796099961
57798,0.100100264,2.41000032
57801,0.1881,1.468
57802,0.133100271,1.91400027
57809,0.133100271,1.91400027
57817,0.1331,1.86290014
57818,0.1881,0.770800114
57819,0.1331,1.6584
57821,0.1331,1.59450006
57822,0.1881,1.34290016
57823,0.1331,1.34240007
57824,0.188100263,1.62600029
57825,0.133100271,0.3631
57826,0.1881,1.63
57827,0.1331,1.22460008
57828,0.188100263,1.63000023
57829,0.1331,1.976
57831,0.1881,1.63
57832,0.1331,1.28360009
57834,0.100099996,0.272900015
57835,0.1881,1.2154001
57838,0,0
57839,0,0
57843,0.1881,1.468
57846,0.2001,1.65
57847,0.2001,1.65
57849,0.2001,1.65
57868,0.1881,1.468
57875,0.228,1.3591001
57881,0.2281,0.374000102
57882,0,0
57884,0.2681,0.329400122
57886,0.388,1.06430006
57887,0.388,1.10040009
57888,0.388,1.17630017
57890,0.2681,1.13630009
57891,0.2281,0.371900111
57892,0.2681,1.23950016
57894,0.2281,0.397900105
57895,0.428,1.2262001
57896,0.2281,0.377500117
57897,0.2281,0.392600119
57898,0.2281,0.367500126
57900,0.2281,1.4501
57901,0.2281,1.41140008
57902,0,0
57903,0.2281,1.7
57907,0.1881,0.744100094
57909,0.1881,0.524600089
57910,0.1881,0.581100106
57911,0.1881,1.468
57912,0.428,1.2137
57913,0.428,1.05380011
57914,0.428,1.17770016
57915,0.428,1.16540015
57916,0.1271,0.19460012
57918,0.1271,0.387300104
57920,0.428,1.20000017
57922,0,0
57924,0.1271,0.631700099
57926,0,0
57928,0.1271,0.619800091
57930,0.388,1.19650006
57931,0.2681,1.2137
57932,0.2681,0.381700128
57933,0.2681,1.21690011
57934,0.388,0.912100136
57935,0.388,0.930700123
57936,0.5001,1.43540013
57937,0.5001,1.40590012
57938,0.388,0.923500121
57939,0.388,0.938800097
57940,0.5001,1.44910014
57941,0.5001,1.46100008
57942,0,0
57943,0,0
57944,0.388,0.973300099
57945,0.6201,1.42580009
57946,0.6201,1.38770008
57949,0.1881,1.468
57950,0.1271,0.753200114
57951,0.1331,1.976
57955,0.1271,0.195100114
57961,0.1331,1.976
57965,0.1331,1.976
57972,0.1331,1.976
57973,0.1331,1.976
57974,0.1271,0.83220011
57976,0.1271,0.202100113
57978,0.2001,0.859100103
57979,0.0611002669,0.4917
57980,0.2001,0.663000107
57981,0.0611002669,0.6317
57982,0.0611002669,0.633399963
57984,0.2001,0.628500104
57988,0.1881,1.468
57989,0.2681,1.24740016
57990,0.133,1.5
57991,0.2001,0.586400092
57992,0.2681,1.22580016
57993,0.2001,0.813600123
57994,0.1331,1.32690012
57995,0.1881,1.8131001
57996,0,0
57997,0.1881,1.83
57999,0.1881,1.89910007
58000,0.1331,1.06110013
58001,0.1881,1.71240008
58002,0.188100263,0.787399948
58003,0.1881,0.992500126
58004,0.1881,1.73070014
58005,0.0611002669,0.6385
58006,0.1881,1.72720015
58007,0.1881,0.6177001
58008,0.1881,1.60820007
58009,0.1271,0.45720011
58010,0.1881,0.783200085
58011,0.1271,0.249900118
58012,0.1881,1.14940012
58013,0,0
58014,0.0611002669,0.2842
58015,0.133100271,0.2533
58016,0.1271,0.177700117
58017,0.133100271,0.3489
58018,0,0
58019,0,0
58020,0.2001,0.675600111
58021,0,0
58022,0,0
58054,0.1881,0.371300131
58055,0.1881,0.494400114
58056,0.1881,1.468
58057,0.1881,1.468
58059,0.1881,1.468
58060,0.1881,0.91
58061,0.1881,0.884000063
58068,0.1881,0.91
58070,0.1321,0.364500105
58071,0.1321,0.338700086
58072,0.1321,0.284600109
58073,0.1321,0.164700106
58077,0.2511,0.943300128
58081,0.1881,1.468
58093,0.0871,2.4286
58095,0.2511,1.07870007
58096,0.188100263,1.77000022
58097,0.0871,2.4237
58099,0.0871002674,2.47700024
58101,0.2001,1.14910007
58106,0.188100263,1.77000022
58108,0.2001,1.25830007
58111,0.100099996,1.82520008
58112,0.100099996,1.82780015
58113,0.2511,1.06290007
58118,0.251100272,0.986399949
58122,0.251,1.547
58130,0.051099997,0.0601001196
58132,0.051099997,1.60330009
58138,0.150100261,1.3384
58140,0.0511002652,0.7683
58141,0.0511002652,0.7
58142,0.0511002652,0.658199966
58143,0.051099997,1.20240009
58144,0.051099997,1.20420015
58145,0.251000255,0.522799969
58147,0.100099996,1.90820014
58148,0.100099996,1.74670017
58149,0.100099996,1.80340016
58150,0.100099996,1.81880009
58151,0.100099996,1.82850015
58152,0.100099996,1.81960011
58153,0.051099997,1.20530009
58158,0.1881,1.468
58159,0.2281,0.489700109
58160,0.2281,1.65870011
58161,0.2281,0.847300112
58162,0.2281,0.488600105
58163,0.2281,0.417300105
58164,0.2281,0.413100123
58165,0.2281,0.311300129
58167,0.1881,1.63
58168,0.188100263,0.709499955
58171,0.1881,1.63
58172,0.0871,2.6651
58173,0.0871,2.66830015
58174,0.1881,1.43910015
58175,0.0871002674,2.48759985
58180,0.2281,0.431200117
58181,0.1881,1.4762001
58182,0.2281,1.8
58183,0.1881,1.658
58184,0.2281,0.288700104
58185,0.1881,1.658
58186,0,0
58189,0.1881,1.468
58191,0.1881,1.33310008
58192,0.1881,1.29110014
58193,0.1881,1.25690007
58194,0.1881,1.12360013
58195,0.1881,1.26600015
58196,0.1881,1.39380014
58197,0.1881,1.26650012
58198,0.1881,1.29060006
58199,0.1881,1.28290009
58200,0.1881,1.2525
58201,0.1881,1.27600014
58203,0.2281,0.727400124
58204,0.2281,0.85890013
58205,0.2281,0.888400137
58217,0.2281,0.266500115
58218,0.2281,0.597100139
58219,0,0
58220,0,0
58224,0,0
58226,0.1881,0.396500111
58228,0.1881,0.60920012
58229,0.1881,0.424900115
58230,0.1881,0.42170012
58231,0.1881,0.396800131
58232,0.1881,0.363400131
58234,0.1881,0.606200099
58235,0.2681,0.463300109
58236,0.2281,0.555900097
58237,0.2281,0.576600134
58238,0.1331,1.85410011
58239,0.1331,0.779900134
58241,0.1331,0.95810014
58242,0.1331,0.956500113
58243,0,0
58244,0,0
58245,0.0871,2.477
58251,0.0871,2.0847
58252,0.0871,2.4937
58256,0.0871,2.477
58261,0.251100272,1.14819992
58263,0.188100263,1.46800029
58264,0.1881,1.2848
58266,0.188100263,1.89600027
58268,0.22810027,1.80000031
58271,0.1331,1.708
58272,0.133100271,1.22649992
58273,0.1331,1.708
58276,0.1331,1.22630012
58281,0.1331,0.370100111
58282,0.4281,1.42070007
58283,0.1331,1.13980007
58284,0.4281,0.429500103
58286,0.1331,1.784
58287,0.4281,1.53180015
58288,0.4281,1.53740013
58292,0.1881,1.468
58294,0.188100263,0.3396
58295,0.1881,1.896
58296,0.1881,1.2118001
58299,0.1881,1.22420013
58300,0.1881,1.22650015
58301,0.1881,0.383300126
58302,0.1881,0.383500129
58303,0.1881,1.23210013
58305,0.1881,1.4479
58306,0.1881,1.29640007
58307,0.1881,1.34310007
58308,0.1881,1.26430011
58309,0.1881,1.29720008
58310,0.1881,1.24830008
58317,0.1881,1.468
58329,0.2281,0.428600103
58330,0.2281,0.424200118
58332,0.1881,1.4
58336,0.1881,0.688800097
58339,0.1881,0.708200097
58341,0.1881,1.11560011
58345,0.1881,1.896
58346,0.1881,1.21770012
58347,0.1881,1.22540009
58349,0.1881,1.896
58355,0.188100263,1.46800029
58356,0.1881,1.40380013
58357,0.1881,1.28320014
58358,0.1881,1.26420009
58359,0.1881,0.852900088
58360,0.1881,1.09480011
58361,0.1881,1.4
58362,0.1331,1.21650016
58363,0.188100263,0.77639997
58365,0.1881,0.423100114
58367,0.188100263,0.7211
58368,0.2281,1.60900009
58369,0.188100263,0.7809
58370,0.1881,1.12220013
58371,0.1881,0.739700139
58372,0.2281,1.74140012
58374,0.2281,1.56800008
58376,0.1881,1.56870008
58378,0.1881,1.28900015
58380,0.1881,1.674
58383,0.3481,0.435400128
58384,0.1881,1.52320015
58388,0.1881,1.42400014
58389,0.1881,1.39280009
58390,0.1331,1.3071
58391,0.1881,1.2456001
58399,0.2511,0.854700089
58400,0.1881,1.468
58403,0.1881,1.64840007
58404,0.1881,1.69350016
58405,0.1881,0.585400105
58406,0.1331,1.34780014
58407,0.1331,1.40440011
58408,0.1331,1.23110008
58409,0.1331,1.976
58410,0.1331,1.976
58414,0.1881,1.23990011
58415,0.1881,1.09960008
58416,0.1881,0.864000142
58417,0.1881,0.899800122
58418,0.1271,0.175600111
58419,0.1271,1.35290015
58424,0.188100263,1.73579991
58429,0.188100263,1.77000022
58433,0.188100263,1.77000022
58436,0.1881,1.468
58443,0.1881,1.64
58449,0.1881,1.61520016
58451,0.2001,1.65
58453,0.1881,0.291500121
58457,0.1331,0.901299953
58460,0.2281,1.708
58461,0.1881,1.816
58462,0.1881,0.994400084
58463,0.1881,0.790400088
58464,0.1881,0.963200092
58465,0.1881,0.596600115
58466,0.1881,0.329900116
58467,0.1881,0.989300132
58468,0.1881,0.301100105
58470,0.1881,0.489500105
58473,0.1881,1.468
58483,0.0871002674,2.47700024
58486,0.1881,1.49650013
58488,0.1881,0.340600103
58489,0.1881,0.342900127
58490,0.1881,1.83200014
58491,0.1881,0.823900104
58495,0.188100263,1.89600027
58498,0.1271,0.644000113
58505,0.1881,1.468
58506,0.1881,0.465800107
58507,0.1271,1.27810013
58508,0.1271,0.561500132
58511,0.0871002674,2.47700024
58520,0.0871,2.497
58521,0.0871,2.36600018
58522,0.1881,1.56960011
58526,0.1881,1.07340014
58528,0.1881,0.533900142
58530,0.1881,1.1127001
58532,0.1881,1.22580016
58535,0.1881,1.11640012
58540,0.2511,1.01200008
58541,0.251100272,0.5185
58542,0,0
58543,0,0
58544,0,0
58546,0.131,0.614100099
58551,0.131,0.790400088
58552,0.131,1.6711
58554,0.6001,0.643100142
58555,0.5001,0.753400087
58557,0,0
58558,0,0
58562,0.500000238,0.5157
58563,0.500000238,0.5147
58565,0,0
58566,0.500000238,0.5049
58567,0,0
58570,0,0
58571,0.1881,1.06340015
58572,0.1881,1.03180015
58573,0.1881,1.2628001
58574,0.1881,1.21760011
58575,0.1331,0.593300104
58576,0.1881,1.02970016
58589,0.0871,2.286
58598,0,0
58605,0,0
58618,0.1881,1.468
58642,0.0871,2.497
58658,0,0
58660,0,0
58661,0,0
58664,0.5001,1.0001
58675,0.0871,2.49560022
58676,0.0871,2.2111
58686,0.133100271,1.91400027
58691,0.1881,1.468
58710,0.2281,1.25340009
58714,0.37010026,0.500000238
58715,0.37010026,2.20000029
58717,0.37010026,2.20000029
58720,0.3701,2.2
58721,0.37010026,2.20000029
58722,0.37010026,2.1796
58723,0.37010026,2.20000029
58726,0.188100263,0.813999951
58728,0.3481,0.57520014
58729,0.2281,1.81550014
58736,0.0871002674,1.9057
58745,0.3701,2.2
58746,0.3701,2.2
58748,0.3701,2.2
58750,0.1331,1.43750012
58751,0.1331,1.51580012
58752,0.3701,2.2
58754,0.3701,2.2
58756,0.1331,1.714
58760,0.1881,1.468
58763,0.1331,1.20300007
58783,0.0871002674,0.3072
58785,0.1331,1.06710017
58793,0.0871,2.68830013
58798,0.1881,1.468
58803,0.188100263,1.77000022
58804,0.3701,2.2
58806,0.3701,2.2
58813,0.37010026,2.20000029
58816,0.0871,2.7065
58817,0.0871,2.7204
58820,0.0871,2.7248
58823,0.0871,2.7181
58828,0.0871,1.7604
58831,0.1331,0.930700123
58867,0.1881,1.468
58868,0.2281,1.708
58869,0.2281,1.58780015
58870,0.2281,0.335900128
58871,0.2281,0.340300113
58872,0.2281,1.708
58873,0.2281,1.708
58874,0.2281,1.708
58876,0.2281,1.55340016
58877,0.2281,1.60940015
58878,0.2281,1.708
58885,0.22810027,1.77689993
58886,0.22810027,1.4497999
58887,0.1881,1.47890007
58888,0.133100271,0.7748
58889,0.1881,1.896
58890,0.133100271,0.861
58891,0.1881,1.896
58893,0.1331,0.869400144
58895,0.1881,1.14960015
58896,0.1331,0.603400111
58898,0.1331,0.375600129
58899,0.1881,1.14350009
58900,0.1331,0.394200116
58901,0.1881,0.397200108
58902,0.1331,1.14680016
58903,0.1881,1.08200014
58904,0.1331,0.598700106
58906,0.1331,0.607100129
58912,0.1881,1.468
58914,0.2281,1.14770007
58915,0.2281,0.831800103
58918,0.1331,1.64840007
58919,0.2281,0.664400101
58920,0.1331,1.53180015
58921,0.2281,1.51250017
58922,0.2281,1.5602001
58923,0.1331,0.230400115
58925,0.1331,1.842
58931,0.188100263,1.77000022
58933,0.188100263,0.3034
58934,0.188100263,1.77000022
58936,0.188100263,1.71629989
58944,0.1881,1.468
58947,0.1881,1.15860009
58948,0.1331,1.32880008
58950,0.1331,1.31970012
58951,0.2281,0.304500103
58953,0.1331,1.976
58954,0.2281,0.325400114
58955,0.1881,1.678
58962,0.2281,0.43930012
58965,0.2281,0.837800086
58966,0.2281,1.04810011
58967,0.2281,0.561300099
58970,0.1881,1.468
58971,0.1271,1.82
58972,0.133100271,0.20660001
58976,0.1331,1.21580017
58977,0.1271,1.42720008
58981,0.1271,1.82
58984,0.1271,1.82
58986,0.1271,1.82
58989,0.1271,1.82
58990,0.2281,0.433500111
58993,0.1331,1.88450015
58994,0.1331,1.31870008
58996,0.2281,0.388000131
58998,0.2281,1.708
59004,0.2281,0.369100124
59024,0.1881,1.468
59028,0.2001,1.65
59032,0.2001,1.65
59034,0.1331,0.7506001
59043,0.1331,0.311500132
59051,0.105100267,1.93000031
59059,0.1881,1.468
59060,0.133,1.35240006
59061,0.133,1.8
59062,0.133,1.12290013
59063,0.133,1.62730014
59064,0.133,1.76560009
59065,0.133,1.44230008
59066,0.133,1.47930014
59067,0.2281,1.2065
59068,0.2281,1.33310008
59069,0.3481,0.783000112
59070,0.133,1.12450016
59071,0.3481,0.653600097
59072,0.133,1.8
59073,0.133,1.77340007
59074,0.2281,0.652800143
59075,0.133,1.33690012
59076,0.133,1.76950014
59077,0.133,1.33570015
59078,0.133,1.50330007
59079,0.1881,1.3756001
59080,0.1881,1.776
59081,0.1881,0.596900105
59082,0.1881,1.49480009
59085,0.1881,1.08340013
59087,0.3701,2.2
59088,0.1881,1.56660008
59089,0.1881,1.09450006
59090,0.1881,1.44260013
59091,0.1881,1.38840008
59092,0.1881,1.29620016
59093,0.1881,1.28440011
59094,0.1881,1.31430006
59097,0.1881,1.468
59100,0.2001,1.65
59114,0.105100267,1.93000031
59115,0,0
59116,0,0
59117,0,0
59118,0,0
59121,0,0
59123,0.1331,1.78930008
59127,0.1331,1.976
59134,0.1331,1.976
59137,0.1881,1.468
59142,0.0511002652,2.47000027
59146,0.0511002652,2.47000027
59147,0.1881,0.586800098
59148,0.0511002652,2.47000027
59152,0.0511002652,2.47000027
59157,0.1331,1.742
59166,0.2281,1.708
59168,0.1331,0.685800135
59170,0.1331,0.904900134
59180,0.1881,1.468
59182,0.0871,2.2035
59183,0.0871,1.99950016
59184,0.2281,1.03180015
59185,0.0871,2.209
59186,0.0871,1.9888
59187,0.0871,1.74620008
59191,0.0871,1.91450012
59192,0.0871,1.74440014
59193,0.0871,2.0170002
59194,0.0871,2.37020016
59196,0.0871,1.8361001
59197,0.0871,2
59198,0.0871,1.93590009
59199,0.0871,2
59200,0.0871,1.8947
59201,0.0871,2
59202,0.0871,2
59203,0.0871,1.69730008
59206,0.1881,1.468
59209,0.1331,0.997800112
59210,0.1331,0.915100098
59211,0.1331,0.912400126
59212,0.1331,0.883300126
59213,0.1331,1.04500008
59215,0.1331,0.82310009
59218,0.1331,1.02900016
59220,0.1331,1.67350006
59224,0.3601,2
59225,0.1881,1.11910009
59227,0.3601,1.95
59229,0.1881,0.37800011
59231,0.3601,1.95
59234,0.1881,1.468
59235,0.1331,1.6
59236,0.1331,1.6
59237,0.1331,1.6
59241,0.1271,0.580600142
59242,0.1271,0.573600113
59244,0.0871,2
59245,0.0871,2
59246,0.0871002674,1.52159989
59247,0.0871002674,1.5273999
59248,0.0871002674,2.00000024
59249,0.0871002674,2.00000024
59250,0.0871002674,2.00000024
59252,0.0871002674,1.72489989
59253,0.1331,0.217200115
59254,0.1331,0.558800101
59257,0.1331,0.991100132
59258,0.1331,1.4453001
59261,0.1331,1.55180013
59268,0.1881,1.468
59275,0.1331,0.656100094
59277,0.1331,1.17580009
59279,0.1331,1.29270017
59280,0.1331,1.1591
59281,0.1331,0.529000103
59283,0.1331,0.892600119
59285,0.1271,1.82
59286,0.1271,1.82
59287,0.2281,0.431600124
59288,0.2281,0.44020012
59289,0.1881,1.05920017
59290,0.1881,0.379800111
59291,0.1881,1.0660001
59292,0.1271,1.891
59293,0.1881,0.401700109
59294,0.1271,1.891
59295,0.1881,1.08130014
59297,0.133,1.34920013
59298,0.133,1.34960008
59300,0.1331,0.73390013
59301,0.1331,0.663300097
59302,0.1331,1.35710013
59303,0.1271,1.82
59322,0.0511002652,2.53000021
59333,0.0871002674,1.72059989
59334,0.0871002674,1.7263999
59335,0.0871002674,1.72489989
59336,0.0871,1.86850011
59337,0.0871,2
59338,0.0871002674,1.7211
59339,0.0871002674,1.7213999
59340,0.0871002674,1.72299993
59341,0.0871002674,1.5041
59344,0.1881,1.468
59347,0.0511002652,2.53000021
59348,0.1271,1.2046001
59350,0.1271,1.50620008
59352,0.1331,1.6
59355,0.1331,0.491300106
59356,0.1271,1.69380009
59359,0.1331,1.6
59360,0.0511002652,2.53000021
59361,0.188,1.6
59362,0.0871002674,2.7122
59381,0.1881,1.468
59382,0.0871,1.10870016
59383,0.0871,0.560300112
59384,0.0871,2.80099988
59385,0.0871,2.71360016
59387,0.0871,1.03270006
59388,0.0871,1.45840013
59390,0.0871,1.7125001
59391,0.0871,1.67680013
59393,0.1331,2.80099988
59398,0.428,1.528
59399,0,0
59402,0.1881,1.468
59403,0.428,1.29270017
59404,0,0
59405,0.428,1.33290017
59406,0.428,1.26550007
59407,0.428,1.27670014
59408,0,0
59410,0.428,1.26850009
59412,0.1331,1.3157
59413,0.1331,1.32570016
59414,0.1331,2.134
59415,0.1331,1.22440016
59416,0.1331,0.758600116
59417,0.1331,2.14090014
59422,0.428,1.528
59426,0.1331,2.1324
59427,0.1331,1.9625001
59429,0.1331,1.07080007
59430,0.1331,2.056
59431,0.1331,2.0352
59435,0.1881,1.468
59436,0.188100263,0.904499948
59437,0.188100263,1.77000022
59439,0.1881,1.9005
59444,0.1881,1.72
59445,0.1881,1.72
59448,0.1881,1.765
59452,0.1881,1.468
59453,0.1881,1.98510015
59454,0.1881,1.91910017
59456,0.188100263,1.77000022
59460,0.188100263,1.5731
