shot,time_s,time_ms,ts_core_density,interf_core_density,log10_diff,reason
79351,0.2673400044441223,267.3400044441223,7.204967556447709,-31.94380697695756,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,0.2843399941921234,284.3399941921234,5.883292335906076,-23.691720642238245,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,0.300790011882782,300.790011882782,7.683921981280463,-43.97879737180299,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,0.3173399865627289,317.3399865627289,7.920995841543654,-49.30895530515875,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,0.33434000611305237,334.34000611305237,8.343323910118947,-44.650199633750915,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,0.35078999400138855,350.78999400138855,8.912952218630826,-56.44646406397362,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,0.36733999848365784,367.33999848365784,8.59935936577985,-59.458823338479895,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,0.38433998823165894,384.33998823165894,9.797603640446008,-55.80311782032933,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,0.4007900059223175,400.7900059223175,9.151674973398418,-56.31707705405415,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,0.4173400104045868,417.3400104045868,8.305574972743074,-68.77176774979843,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,0.4343400001525879,434.3400001525879,8.456789612329226,-79.07688330652434,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,0.4507899880409241,450.7899880409241,7.151669095833462,-77.26281226599625,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,0.46733999252319336,467.33999252319336,6.53159741225783,-83.94184754587039,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,0.48434001207351685,484.34001207351685,6.983831894682509,-75.16414187651601,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,0.500789999961853,500.789999961853,6.538666300538982,-75.65202949052302,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,0.5173400044441223,517.3400044441223,6.081841788485684,-77.12816871088671,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,0.5343400239944458,534.3400239944458,6.040536972758883,-80.40885808069125,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,0.550790011882782,550.790011882782,6.525257366670717,-77.76095260602993,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,0.5673400163650513,567.3400163650513,6.222772320388035,-78.17974515012888,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,0.58433997631073,584.33997631073,6.465648235442607,-65.80654146014234,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,0.6007900238037109,600.7900238037109,6.741420423806328,-74.84573738286092,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,0.6173399686813354,617.3399686813354,6.613503862145397,-70.70843521643283,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,0.6343399882316589,634.3399882316589,6.954504837158698,-81.73804625258873,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,0.6507899761199951,650.7899761199951,7.241865035758947,-81.97108642268189,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,0.6673399806022644,667.3399806022644,7.216576189650887,-67.99094912752865,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,0.6843400001525879,684.3400001525879,7.242765885868366,-75.93180858049898,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,0.7007899880409241,700.7899880409241,7.533068864128674,-65.82221961634512,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,0.7173399925231934,717.3399925231934,7.566941037183591,-68.4070113643535,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,0.7343400120735168,734.3400120735168,7.838169384613901,-86.48652207282308,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,0.750789999961853,750.789999961853,8.151957626727562,-83.40653139828765,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,0.7673400044441223,767.3400044441223,8.299558040045685,-76.2504593647587,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,0.7843400239944458,784.3400239944458,8.541712950827028,-83.08165298016822,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,0.800790011882782,800.790011882782,8.71501417759446,-83.03214153176481,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,0.8173400163650513,817.3400163650513,8.028361406438458,-82.69639817954433,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,0.83433997631073,834.33997631073,7.5111720376158955,-83.63912120841808,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,0.8507900238037109,850.7900238037109,7.881985156936609,-83.2261340857138,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,0.8673399686813354,867.3399686813354,6.983508209701692,-83.69329810456047,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,0.8843399882316589,884.3399882316589,6.9677348123498195,-83.44700749993864,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,0.9007899761199951,900.7899761199951,7.235926002324462,-83.61430215234662,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,0.9173399806022644,917.3399806022644,6.221432058380387,-83.82102441211734,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,0.9343400001525879,934.3400001525879,6.749461748993284,-83.87190805103221,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,0.9507899880409241,950.7899880409241,6.76284908026829,-83.74197920178257,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,0.9673399925231934,967.3399925231934,6.472994046002147,-83.7722518355278,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,0.9843400120735168,984.3400120735168,6.6350780554607045,-83.98092330951225,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,1.000789999961853,1000.789999961853,6.725653608349729,-84.15432596891485,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,1.0173399448394775,1017.3399448394775,5.984805457184977,-84.35451800922588,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,1.0343400239944458,1034.3400239944458,6.72562739728031,-84.37017505480542,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,1.0507899522781372,1050.7899522781372,6.177131719115659,-84.173951811666,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,1.0673400163650513,1067.3400163650513,6.186701628267439,-84.1720870399453,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,1.08433997631073,1084.33997631073,5.618133861065169,-84.27827347490938,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,1.100790023803711,1100.790023803711,6.289325465193335,-84.11417356348707,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,1.1173399686813354,1117.3399686813354,6.032544131707216,-84.2921431543868,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,1.1343400478363037,1134.3400478363037,6.401904986264871,-84.04654920033234,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,1.1507899761199951,1150.7899761199951,6.243997751383691,-84.21775635491659,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,1.1673400402069092,1167.3400402069092,6.281680352493057,-84.05500048650808,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,1.184340000152588,1184.340000152588,6.607403770705482,-84.1500264386456,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,1.2007900476455688,1200.7900476455688,6.485456941915249,-84.39250305733299,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,1.2173399925231934,1217.3399925231934,6.193031363345555,-84.40248838213179,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,1.234339952468872,1234.339952468872,6.60833267055575,-84.93636900733331,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,1.250789999961853,1250.789999961853,6.226943552927552,-87.38356874985111,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,1.2673399448394775,1267.3399448394775,6.612853573968974,-94.47614002863412,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,1.2843400239944458,1284.3400239944458,7.423810400989455,-94.83338103220088,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,1.3007899522781372,1300.7899522781372,8.354568986228703,-95.32078310187305,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,1.3173400163650513,1317.3400163650513,8.25945468631551,-95.25630422158305,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,1.33433997631073,1334.33997631073,8.63143481484665,-94.73557551466834,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,1.350790023803711,1350.790023803711,9.77648185127553,-94.38409067437532,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,1.3673399686813354,1367.3399686813354,8.717620080613687,-93.01382122962693,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,1.3843400478363037,1384.3400478363037,8.634120735024785,-93.80489257792338,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,1.4007899761199951,1400.7899761199951,8.830784853736755,-92.19585494730576,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,1.4173400402069092,1417.3400402069092,8.261484357633822,-91.55281128926143,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,1.434340000152588,1434.340000152588,7.241712314305143,-90.49658347602912,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,1.4507900476455688,1450.7900476455688,8.610058393152835,-89.20983469374518,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,1.4673399925231934,1467.3399925231934,8.164242506476048,-87.97222440552052,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,1.484339952468872,1484.339952468872,7.27821937701422,-89.50492602245421,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,1.500789999961853,1500.789999961853,8.712636243266708,-91.28522710265145,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,1.5173399448394775,1517.3399448394775,8.68167163186693,-92.36877206237354,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,1.5343400239944458,1534.3400239944458,8.168465930069203,-95.89288802891187,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,1.5507899522781372,1550.7899522781372,9.685763401893304,-101.97222679715512,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,1.5673400163650513,1567.3400163650513,10.072518687044042,-108.87732166770002,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,1.58433997631073,1584.33997631073,11.13878952230478,-120.51176613381176,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,1.600790023803711,1600.790023803711,11.97792453942185,-131.4232421222422,0.0,Non-positive value (TS <= 0 or Interf <= 0)
79351,1.6173399686813354,1617.3399686813354,13.90295322815082,-161.19416079523532,0.0,Non-positive value (TS <= 0 or Interf <= 0)
57556,0.10034000128507614,100.34000128507614,1.9311905139464438,-0.4361025954596782,0.0,Non-positive value (TS <= 0 or Interf <= 0)
57556,0.13434000313282013,134.34000313282013,3.6859795810121976,-0.15207062199525703,0.0,Non-positive value (TS <= 0 or Interf <= 0)
57556,0.1843400001525879,184.3400001525879,5.607923393756667,-0.22825259410013551,0.0,Non-positive value (TS <= 0 or Interf <= 0)
57556,0.20034000277519226,200.34000277519226,5.770736873638862,0.21186079987534398,1.4351806647615375,Factor of 27.2 difference
57556,0.21733999252319336,217.33999252319336,5.55396437245937,0.3499594603240096,1.2005853513838596,Factor of 15.9 difference
57556,0.23433999717235565,234.33999717235565,6.817270282794827,0.5549769548036572,1.0893355631240547,Factor of 12.3 difference
57556,0.2673400044441223,267.3400044441223,6.493822923464904,-0.02134157567071355,0.0,Non-positive value (TS <= 0 or Interf <= 0)
57556,0.2843399941921234,284.3399941921234,6.247599288146291,-0.05551565806438973,0.0,Non-positive value (TS <= 0 or Interf <= 0)
57556,0.3003399968147278,300.3399968147278,6.118138701653639,-0.22786915316384398,0.0,Non-positive value (TS <= 0 or Interf <= 0)
57556,0.3173399865627289,317.3399865627289,6.806364104145685,-2.7868602148633705,0.0,Non-positive value (TS <= 0 or Interf <= 0)
57556,0.33434000611305237,334.34000611305237,4.870504737732396,-3.796239816757084,0.0,Non-positive value (TS <= 0 or Interf <= 0)
57556,0.35034000873565674,350.34000873565674,3.6835080961218343,-2.3894718636223367,0.0,Non-positive value (TS <= 0 or Interf <= 0)
57556,0.36733999848365784,367.33999848365784,4.057823611529964,-1.9592833213061398,0.0,Non-positive value (TS <= 0 or Interf <= 0)
57556,0.38433998823165894,384.33998823165894,4.349407823042417,-1.8611121062062064,0.0,Non-positive value (TS <= 0 or Interf <= 0)
57556,0.4003399908542633,400.3399908542633,4.287617042292081,0.3089982266550518,1.142260001464066,Factor of 13.9 difference
57556,0.4343400001525879,434.3400001525879,4.745964703729224,-3.270881506182457,0.0,Non-positive value (TS <= 0 or Interf <= 0)
57556,0.45034000277519226,450.34000277519226,5.157466687028099,-5.800138900992793,0.0,Non-positive value (TS <= 0 or Interf <= 0)
57556,0.46733999252319336,467.33999252319336,5.064337964403901,-4.033279130542801,0.0,Non-positive value (TS <= 0 or Interf <= 0)
57556,0.48434001207351685,484.34001207351685,4.496299823072141,-2.846361386112097,0.0,Non-positive value (TS <= 0 or Interf <= 0)
57556,0.5003399848937988,500.3399848937988,4.244487157974111,-0.3124584996988256,0.0,Non-positive value (TS <= 0 or Interf <= 0)
57556,0.5173400044441223,517.3400044441223,4.557950495572704,-0.10038869640693678,0.0,Non-positive value (TS <= 0 or Interf <= 0)
57556,0.5343400239944458,534.3400239944458,4.804845963531197,-2.725941553224116,0.0,Non-positive value (TS <= 0 or Interf <= 0)
57556,0.5503399968147278,550.3399968147278,4.268200411455246,-2.474147892905273,0.0,Non-positive value (TS <= 0 or Interf <= 0)
57556,0.5673400163650513,567.3400163650513,4.312964046688385,-1.672739376089111,0.0,Non-positive value (TS <= 0 or Interf <= 0)
57556,0.58433997631073,584.33997631073,5.255093136620217,-1.4782186167541431,0.0,Non-positive value (TS <= 0 or Interf <= 0)
56187,0.1503400057554245,150.3400057554245,32.30178204586064,3.100044887016761,1.0178585001992557,Factor of 10.4 difference
56187,0.2843399941921234,284.3399941921234,37.48117125353069,2.655210849818588,1.1497141397131674,Factor of 14.1 difference
56187,0.3003399968147278,300.3399968147278,131.43832494533106,2.649058202651879,1.6956305154800706,Factor of 49.6 difference
56187,0.38433998823165894,384.33998823165894,29.714153449359202,2.4684343906826975,1.0805417733471718,Factor of 12.0 difference
56187,0.4343400001525879,434.3400001525879,34.862028264916916,2.2068168138720017,1.1985863664492462,Factor of 15.8 difference
56187,0.6003400087356567,600.3400087356567,119.93093171318056,2.1049993983120374,1.7556792315841783,Factor of 57.0 difference
56187,0.6343399882316589,634.3399882316589,33.0436762271756,2.0964603711084036,1.1976017006988977,Factor of 15.8 difference
56187,0.7003399729728699,700.3399729728699,142.049714292774,1.8870042856263778,1.8766674780513095,Factor of 75.3 difference
56187,0.83433997631073,834.33997631073,27.779807788597772,2.2192454734100564,1.0975238937591756,Factor of 12.5 difference
56187,0.9343400001525879,934.3400001525879,33.94935547523649,2.458027073321147,1.1402448716578708,Factor of 13.8 difference
56187,0.9843400120735168,984.3400120735168,35.09117085412154,2.374043736363709,1.1697091435713225,Factor of 14.8 difference
56187,1.08433997631073,1084.33997631073,36.18360050022455,2.465205784738896,1.1666586016039007,Factor of 14.7 difference
56187,1.1003400087356567,1100.3400087356567,105.75310139797865,2.510360528268401,1.6245570150389375,Factor of 42.1 difference
56187,1.1343400478363037,1134.3400478363037,36.79339788501621,2.5461170862083278,1.1598915256296423,Factor of 14.5 difference
56187,1.234339952468872,1234.339952468872,38.1459638328513,2.561371050825115,1.1729760959505766,Factor of 14.9 difference
56187,1.3843400478363037,1384.3400478363037,32.681735263244846,2.5228149163785454,1.112419717554872,Factor of 13.0 difference
56187,1.484339952468872,1484.339952468872,30.15941629991121,2.4484490076292644,1.0905318683601464,Factor of 12.3 difference
56187,1.5343400239944458,1534.3400239944458,31.87874941867546,2.502954217943702,1.10504837007548,Factor of 12.7 difference
56187,1.58433997631073,1584.33997631073,34.458926631355624,2.449567430857038,1.148212346321546,Factor of 14.1 difference
56187,1.7843400239944458,1784.3400239944458,25.498525523523792,2.423586630799668,1.0220565195308624,Factor of 10.5 difference
58056,0.05034000054001808,50.34000054001808,2696.9023937807924,2.4576490612235173,3.040345360650095,Factor of 1097.4 difference
58056,0.13434000313282013,134.34000313282013,10437.099985772935,4.01778833112139,3.4145927908526197,Factor of 2597.7 difference
58056,0.1673399955034256,167.3399955034256,7103.250323858875,4.6092921617113936,3.1878228828888773,Factor of 1541.1 difference
58056,0.8503400087356567,850.3400087356567,15838.923804522628,7.480905591573971,3.3257714955579134,Factor of 2117.2 difference
58056,0.8843399882316589,884.3399882316589,17437.40662617163,7.493652009972452,3.366788373594143,Factor of 2327.0 difference
58056,0.9503399729728699,950.3399729728699,5128.28981174292,7.623487620636056,2.82781886080115,Factor of 672.7 difference
58056,1.0503400564193726,1050.3400564193726,8434.151044330698,7.910710844136725,3.027825864104205,Factor of 1066.2 difference
58056,1.484339952468872,1484.339952468872,20053.79503718275,9.348765620542164,3.331442299975901,Factor of 2145.1 difference
76799,0.017340000718832016,17.340000718832016,1.380105232783528,-109.14138038022669,0.0,Non-positive value (TS <= 0 or Interf <= 0)
76799,0.06734000146389008,67.34000146389008,1.3442409515416534,-105.38806637702729,0.0,Non-positive value (TS <= 0 or Interf <= 0)
76799,0.08433999866247177,84.33999866247177,1.473064471020452,-57.05643441225445,0.0,Non-positive value (TS <= 0 or Interf <= 0)
76799,0.10034000128507614,100.34000128507614,1.712841752285283,-70.40243673237626,0.0,Non-positive value (TS <= 0 or Interf <= 0)
76799,0.11733999848365784,117.33999848365784,1.8513802208410812,-69.01860019375042,0.0,Non-positive value (TS <= 0 or Interf <= 0)
76799,0.13434000313282013,134.34000313282013,2.1035687034878454,-54.02463577216909,0.0,Non-positive value (TS <= 0 or Interf <= 0)
76799,0.1503400057554245,150.3400057554245,2.3215688789377698,-57.49825160944833,0.0,Non-positive value (TS <= 0 or Interf <= 0)
76799,0.1673399955034256,167.3399955034256,2.455104213445131,-38.333500054521984,0.0,Non-positive value (TS <= 0 or Interf <= 0)
76799,0.1843400001525879,184.3400001525879,2.4095917869774537,-47.776651271629646,0.0,Non-positive value (TS <= 0 or Interf <= 0)
76799,0.20034000277519226,200.34000277519226,2.661127433736298,-38.40528672889483,0.0,Non-positive value (TS <= 0 or Interf <= 0)
76799,0.21733999252319336,217.33999252319336,3.048217669997727,-53.222020431390284,0.0,Non-positive value (TS <= 0 or Interf <= 0)
76799,0.23433999717235565,234.33999717235565,3.276899802127738,-39.33420692859813,0.0,Non-positive value (TS <= 0 or Interf <= 0)
76799,0.25033998489379883,250.33998489379883,3.755878510157061,-39.12160536025136,0.0,Non-positive value (TS <= 0 or Interf <= 0)
76799,0.2673400044441223,267.3400044441223,4.463038214767506,-15.098069700936362,0.0,Non-positive value (TS <= 0 or Interf <= 0)
76799,0.4343400001525879,434.3400001525879,4.1553573742300385,45.19108546743532,1.0364443925319915,Factor of 10.9 difference
76799,0.45034000277519226,450.34000277519226,3.2361866247873956,57.442375308134054,1.249198831573536,Factor of 17.8 difference
76799,0.46733999252319336,467.33999252319336,3.4168347671258674,52.662845761094104,1.1878803460375436,Factor of 15.4 difference
76799,0.48434001207351685,484.34001207351685,2.981116800200617,80.48453966505433,1.431333472399798,Factor of 27.0 difference
76799,0.5003399848937988,500.3399848937988,3.1083482268680354,94.55817591059645,1.483169419119923,Factor of 30.4 difference
76799,0.5173400044441223,517.3400044441223,3.178444662506215,118.56207341263006,1.5717311309803776,Factor of 37.3 difference
76799,0.5343400239944458,534.3400239944458,3.040145748382256,136.9102308757467,1.6535414980950962,Factor of 45.0 difference
76799,0.5503399968147278,550.3399968147278,3.1755727139907095,156.174378281824,1.6917877241019859,Factor of 49.2 difference
76799,0.5673400163650513,567.3400163650513,3.3892774820982314,167.8047695082711,1.694697174370697,Factor of 49.5 difference
76799,0.58433997631073,584.33997631073,3.1876991528338117,174.32644620241516,1.737885949756087,Factor of 54.7 difference
76799,0.6003400087356567,600.3400087356567,2.7732574251713813,190.3093412887345,1.836469921600784,Factor of 68.6 difference
76799,0.6173399686813354,617.3399686813354,3.1308280500863375,208.04558622623102,1.8224992903404162,Factor of 66.5 difference
76799,0.6343399882316589,634.3399882316589,3.1636629334518256,228.8882593754505,1.859433310290083,Factor of 72.3 difference
76799,0.6503400206565857,650.3400206565857,3.372856582995193,236.46268062999007,1.845764733627194,Factor of 70.1 difference
